sampleid,parent,replicate,replicate.partition,partition,Location,Time
WEL26.1,WEL26,1,1.1,1,CombeHill,Final
WEL26.2,WEL26,2,2.1,1,CombeHill,Final
WEL26.3,WEL26,3,3.1,1,CombeHill,Final
WEL26.4,WEL26,4,4.1,1,CombeHill,Final
WF01,WF01,0,0.3,3,WindsorForest,Starting
WF01.1,WF01,1,1.1,1,WindsorForest,Final
WF01.2,WF01,2,2.1,1,WindsorForest,Final
WF01.3,WF01,3,3.1,1,WindsorForest,Final
WF01.4,WF01,4,4.1,1,WindsorForest,Final
WF02,WF02,0,0.3,3,WindsorForest,Starting
WF02.1,WF02,1,1.1,1,WindsorForest,Final
WF02.2,WF02,2,2.1,1,WindsorForest,Final
WF02.3,WF02,3,3.1,1,WindsorForest,Final
WF02.4,WF02,4,4.1,1,WindsorForest,Final
WF04,WF04,0,0.3,3,WindsorForest,Starting
WF04.1,WF04,1,1.1,1,WindsorForest,Final
WF04.2,WF04,2,2.1,1,WindsorForest,Final
WF04.3,WF04,3,3.2,2,WindsorForest,Final
WF04.4,WF04,4,4.1,1,WindsorForest,Final
WF05,WF05,0,0.3,3,WindsorForest,Starting
WF05.1,WF05,1,1.1,1,WindsorForest,Final
WF05.2,WF05,2,2.1,1,WindsorForest,Final
WF05.3,WF05,3,3.1,1,WindsorForest,Final
WF05.4,WF05,4,4.1,1,WindsorForest,Final
WF06,WF06,0,0.3,3,WindsorForest,Starting
WF06.1,WF06,1,1.1,1,WindsorForest,Final
WF06.2,WF06,2,2.1,1,WindsorForest,Final
WF06.3,WF06,3,3.1,1,WindsorForest,Final
WF06.4,WF06,4,4.1,1,WindsorForest,Final
WF07,WF07,0,0.5,5,WindsorForest,Starting
WF07.1,WF07,1,1.1,1,WindsorForest,Final
WF07.2,WF07,2,2.1,1,WindsorForest,Final
WF07.3,WF07,3,3.1,1,WindsorForest,Final
WF07.4,WF07,4,4.1,1,WindsorForest,Final
WGP01,WGP01,0,0.4,4,WindsorGreatPark,Starting
WGP02,WGP02,0,0.3,3,WindsorGreatPark,Starting
WGP03,WGP03,0,0.3,3,WindsorGreatPark,Starting
WGP04,WGP04,0,0.2,2,WindsorGreatPark,Starting
WGP05,WGP05,0,0.4,4,WindsorGreatPark,Starting
WGP06,WGP06,0,0.3,3,WindsorGreatPark,Starting
WGP07,WGP07,0,0.2,2,WindsorGreatPark,Starting
WGP08,WGP08,0,0.4,4,WindsorGreatPark,Starting
WGP09,WGP09,0,0.2,2,WindsorGreatPark,Starting
WGP10,WGP10,0,0.2,2,WindsorGreatPark,Starting
WGP11,WGP11,0,0.2,2,WindsorGreatPark,Starting
WGP12,WGP12,0,0.2,2,WindsorGreatPark,Starting
WGP13,WGP13,0,0.4,4,WindsorGreatPark,Starting
WGP14,WGP14,0,0.3,3,WindsorGreatPark,Starting
WGP15,WGP15,0,0.5,5,WindsorGreatPark,Starting
WGP16,WGP16,0,0.3,3,WindsorGreatPark,Starting
WGP17,WGP17,0,0.1,1,WindsorGreatPark,Starting
WGP18,WGP18,0,0.3,3,WindsorGreatPark,Starting
WGP19,WGP19,0,0.1,1,WindsorGreatPark,Starting
WGP20,WGP20,0,0.5,5,WindsorGreatPark,Starting
WiW01,WiW01,0,0.5,5,GreenbroomCovert,Starting
WiW01.1,WiW01,1,1.1,1,GreenbroomCovert,Final
WiW01.2,WiW01,2,2.1,1,GreenbroomCovert,Final
WiW01.3,WiW01,3,3.1,1,GreenbroomCovert,Final
WiW01.4,WiW01,4,4.1,1,GreenbroomCovert,Final
WiW02,WiW02,0,0.1,1,GreenbroomCovert,Starting
WiW02.1,WiW02,1,1.1,1,GreenbroomCovert,Final
WiW02.2,WiW02,2,2.1,1,GreenbroomCovert,Final
WiW02.3,WiW02,3,3.1,1,GreenbroomCovert,Final
WiW02.4,WiW02,4,4.1,1,GreenbroomCovert,Final
WiW03,WiW03,0,0.3,3,GreenbroomCovert,Starting
WiW03.1,WiW03,1,1.1,1,GreenbroomCovert,Final
WiW03.2,WiW03,2,2.1,1,GreenbroomCovert,Final
WiW03.3,WiW03,3,3.1,1,GreenbroomCovert,Final
WiW03.4,WiW03,4,4.1,1,GreenbroomCovert,Final
WiW04,WiW04,0,0.1,1,GreenbroomCovert,Starting
WiW04.1,WiW04,1,1.1,1,GreenbroomCovert,Final
WiW04.2,WiW04,2,2.1,1,GreenbroomCovert,Final
WiW04.3,WiW04,3,3.1,1,GreenbroomCovert,Final
WiW04.4,WiW04,4,4.1,1,GreenbroomCovert,Final
WiW05,WiW05,0,0.3,3,GreenbroomCovert,Starting
WiW05.1,WiW05,1,1.1,1,GreenbroomCovert,Final
WiW05.2,WiW05,2,2.1,1,GreenbroomCovert,Final
WiW05.3,WiW05,3,3.1,1,GreenbroomCovert,Final
WiW05.4,WiW05,4,4.1,1,GreenbroomCovert,Final
WiW06,WiW06,0,0.3,3,GreenbroomCovert,Starting
WiW06.1,WiW06,1,1.1,1,GreenbroomCovert,Final
WiW06.2,WiW06,2,2.1,1,GreenbroomCovert,Final
WiW06.3,WiW06,3,3.1,1,GreenbroomCovert,Final
WiW06.4,WiW06,4,4.1,1,GreenbroomCovert,Final
WiW07,WiW07,0,0.3,3,GreenbroomCovert,Starting
WiW07.1,WiW07,1,1.1,1,GreenbroomCovert,Final
WiW07.2,WiW07,2,2.1,1,GreenbroomCovert,Final
WiW07.3,WiW07,3,3.1,1,GreenbroomCovert,Final
WiW07.4,WiW07,4,4.1,1,GreenbroomCovert,Final
WiW08,WiW08,0,0.3,3,GreenbroomCovert,Starting
WiW08.1,WiW08,1,1.1,1,GreenbroomCovert,Final
WiW08.2,WiW08,2,2.1,1,GreenbroomCovert,Final
WiW08.3,WiW08,3,3.1,1,GreenbroomCovert,Final
WiW08.4,WiW08,4,4.1,1,GreenbroomCovert,Final
WiW09,WiW09,0,0.1,1,GreenbroomCovert,Starting
WiW09.1,WiW09,1,1.1,1,GreenbroomCovert,Final
WiW09.2,WiW09,2,2.1,1,GreenbroomCovert,Final
WiW09.3,WiW09,3,3.1,1,GreenbroomCovert,Final
WiW09.4,WiW09,4,4.1,1,GreenbroomCovert,Final
WiW10,WiW10,0,0.5,5,GreenbroomCovert,Starting
WiW10.1,WiW10,1,1.1,1,GreenbroomCovert,Final
WiW10.2,WiW10,2,2.1,1,GreenbroomCovert,Final
WiW10.3,WiW10,3,3.1,1,GreenbroomCovert,Final
WiW10.4,WiW10,4,4.1,1,GreenbroomCovert,Final
WiW11,WiW11,0,0.1,1,GreenbroomCovert,Starting
WiW11.1,WiW11,1,1.1,1,GreenbroomCovert,Final
WiW11.2,WiW11,2,2.1,1,GreenbroomCovert,Final
WiW11.3,WiW11,3,3.2,2,GreenbroomCovert,Final
WiW11.4,WiW11,4,4.1,1,GreenbroomCovert,Final
WiW12,WiW12,0,0.5,5,GreenbroomCovert,Starting
WiW12.1,WiW12,1,1.1,1,GreenbroomCovert,Final
WiW12.2,WiW12,2,2.1,1,GreenbroomCovert,Final
WiW12.3,WiW12,3,3.2,2,GreenbroomCovert,Final
WiW12.4,WiW12,4,4.1,1,GreenbroomCovert,Final
WiW13,WiW13,0,0.3,3,GreenbroomCovert,Starting
WiW13.1,WiW13,1,1.1,1,GreenbroomCovert,Final
WiW13.2,WiW13,2,2.1,1,GreenbroomCovert,Final
WiW13.3,WiW13,3,3.2,2,GreenbroomCovert,Final
WiW13.4,WiW13,4,4.1,1,GreenbroomCovert,Final
WiW14,WiW14,0,0.3,3,GreenbroomCovert,Starting
WiW14.1,WiW14,1,1.1,1,GreenbroomCovert,Final
WiW14.2,WiW14,2,2.1,1,GreenbroomCovert,Final
WiW14.3,WiW14,3,3.2,2,GreenbroomCovert,Final
WiW14.4,WiW14,4,4.2,2,GreenbroomCovert,Final
WiW15,WiW15,0,0.5,5,GreenbroomCovert,Starting
WiW15.1,WiW15,1,1.1,1,GreenbroomCovert,Final
WiW15.2,WiW15,2,2.1,1,GreenbroomCovert,Final
WiW15.3,WiW15,3,3.2,2,GreenbroomCovert,Final
WiW15.4,WiW15,4,4.1,1,GreenbroomCovert,Final
WiW16,WiW16,0,0.3,3,GreenbroomCovert,Starting
WiW16.1,WiW16,1,1.1,1,GreenbroomCovert,Final
WiW16.2,WiW16,2,2.1,1,GreenbroomCovert,Final
WiW16.3,WiW16,3,3.2,2,GreenbroomCovert,Final
WiW16.4,WiW16,4,4.1,1,GreenbroomCovert,Final
WiW17,WiW17,0,0.3,3,GreenbroomCovert,Starting
WiW17.1,WiW17,1,1.1,1,GreenbroomCovert,Final
WiW17.2,WiW17,2,2.1,1,GreenbroomCovert,Final
WiW17.3,WiW17,3,3.2,2,GreenbroomCovert,Final
WiW17.4,WiW17,4,4.1,1,GreenbroomCovert,Final
WiW18,WiW18,0,0.4,4,GreenbroomCovert,Starting
WiW18.1,WiW18,1,1.1,1,GreenbroomCovert,Final
WiW18.2,WiW18,2,2.1,1,GreenbroomCovert,Final
WiW18.3,WiW18,3,3.2,2,GreenbroomCovert,Final
WiW18.4,WiW18,4,4.1,1,GreenbroomCovert,Final
WiW19,WiW19,0,0.3,3,GreenbroomCovert,Starting
WiW19.1,WiW19,1,1.1,1,GreenbroomCovert,Final
WiW19.2,WiW19,2,2.1,1,GreenbroomCovert,Final
WiW19.3,WiW19,3,3.2,2,GreenbroomCovert,Final
WiW19.4,WiW19,4,4.2,2,GreenbroomCovert,Final
WiW20,WiW20,0,0.4,4,GreenbroomCovert,Starting
WiW20.1,WiW20,1,1.1,1,GreenbroomCovert,Final
WiW20.2,WiW20,2,2.1,1,GreenbroomCovert,Final
WiW20.3,WiW20,3,3.2,2,GreenbroomCovert,Final
WiW20.4,WiW20,4,4.1,1,GreenbroomCovert,Final
WiW21,WiW21,0,0.3,3,GreenbroomCovert,Starting
WiW21.1,WiW21,1,1.1,1,GreenbroomCovert,Final
WiW21.2,WiW21,2,2.1,1,GreenbroomCovert,Final
WiW21.3,WiW21,3,3.2,2,GreenbroomCovert,Final
WiW21.4,WiW21,4,4.1,1,GreenbroomCovert,Final
WiW22,WiW22,0,0.1,1,GreenbroomCovert,Starting
WiW22.1,WiW22,1,1.1,1,GreenbroomCovert,Final
WiW22.2,WiW22,2,2.1,1,GreenbroomCovert,Final
WiW22.3,WiW22,3,3.2,2,GreenbroomCovert,Final
WiW22.4,WiW22,4,4.1,1,GreenbroomCovert,Final
WiW23,WiW23,0,0.3,3,GreenbroomCovert,Starting
WiW23.1,WiW23,1,1.1,1,GreenbroomCovert,Final
WiW23.2,WiW23,2,2.1,1,GreenbroomCovert,Final
WiW23.3,WiW23,3,3.1,1,GreenbroomCovert,Final
WiW23.4,WiW23,4,4.1,1,GreenbroomCovert,Final
WiW24,WiW24,0,0.3,3,GreenbroomCovert,Starting
WiW24.1,WiW24,1,1.1,1,GreenbroomCovert,Final
WiW24.2,WiW24,2,2.1,1,GreenbroomCovert,Final
WiW24.3,WiW24,3,3.2,2,GreenbroomCovert,Final
WiW24.4,WiW24,4,4.1,1,GreenbroomCovert,Final
WiW25,WiW25,0,0.3,3,GreenbroomCovert,Starting
WiW25.1,WiW25,1,1.1,1,GreenbroomCovert,Final
WiW25.2,WiW25,2,2.1,1,GreenbroomCovert,Final
WiW25.3,WiW25,3,3.2,2,GreenbroomCovert,Final
WiW25.4,WiW25,4,4.1,1,GreenbroomCovert,Final
WiW26,WiW26,0,0.3,3,GreenbroomCovert,Starting
WiW26.1,WiW26,1,1.1,1,GreenbroomCovert,Final
WiW26.2,WiW26,2,2.1,1,GreenbroomCovert,Final
WiW26.3,WiW26,3,3.2,2,GreenbroomCovert,Final
WiW26.4,WiW26,4,4.1,1,GreenbroomCovert,Final
WiW27,WiW27,0,0.3,3,GreenbroomCovert,Starting
WiW27.1,WiW27,1,1.1,1,GreenbroomCovert,Final
WiW27.2,WiW27,2,2.1,1,GreenbroomCovert,Final
WiW27.3,WiW27,3,3.2,2,GreenbroomCovert,Final
WiW27.4,WiW27,4,4.1,1,GreenbroomCovert,Final
WiW28,WiW28,0,0.3,3,GreenbroomCovert,Starting
WiW28.1,WiW28,1,1.1,1,GreenbroomCovert,Final
WiW28.2,WiW28,2,2.1,1,GreenbroomCovert,Final
WiW28.3,WiW28,3,3.1,1,GreenbroomCovert,Final
WiW28.4,WiW28,4,4.1,1,GreenbroomCovert,Final
WiW29,WiW29,0,0.3,3,GreenbroomCovert,Starting
WiW29.1,WiW29,1,1.1,1,GreenbroomCovert,Final
WiW29.2,WiW29,2,2.1,1,GreenbroomCovert,Final
WiW29.3,WiW29,3,3.2,2,GreenbroomCovert,Final
WiW29.4,WiW29,4,4.1,1,GreenbroomCovert,Final
WiW30,WiW30,0,0.3,3,GreenbroomCovert,Starting
WiW30.1,WiW30,1,1.1,1,GreenbroomCovert,Final
WiW30.2,WiW30,2,2.1,1,GreenbroomCovert,Final
WiW30.3,WiW30,3,3.1,1,GreenbroomCovert,Final
WiW30.4,WiW30,4,4.1,1,GreenbroomCovert,Final
WiW31,WiW31,0,0.3,3,GreenbroomCovert,Starting
WiW31.1,WiW31,1,1.1,1,GreenbroomCovert,Final
WiW31.2,WiW31,2,2.1,1,GreenbroomCovert,Final
WiW31.3,WiW31,3,3.1,1,GreenbroomCovert,Final
WiW31.4,WiW31,4,4.1,1,GreenbroomCovert,Final
WiW32,WiW32,0,0.3,3,GreenbroomCovert,Starting
WiW32.1,WiW32,1,1.1,1,GreenbroomCovert,Final
WiW32.2,WiW32,2,2.1,1,GreenbroomCovert,Final
WiW32.3,WiW32,3,3.1,1,GreenbroomCovert,Final
WiW32.4,WiW32,4,4.1,1,GreenbroomCovert,Final
WiW33,WiW33,0,0.3,3,GreenbroomCovert,Starting
WiW33.1,WiW33,1,1.1,1,GreenbroomCovert,Final
WiW33.2,WiW33,2,2.1,1,GreenbroomCovert,Final
WiW33.3,WiW33,3,3.1,1,GreenbroomCovert,Final
WiW33.4,WiW33,4,4.1,1,GreenbroomCovert,Final
WiW34,WiW34,0,0.4,4,GreenbroomCovert,Starting
WiW34.1,WiW34,1,1.1,1,GreenbroomCovert,Final
WiW34.2,WiW34,2,2.1,1,GreenbroomCovert,Final
WiW34.3,WiW34,3,3.1,1,GreenbroomCovert,Final
WiW34.4,WiW34,4,4.1,1,GreenbroomCovert,Final
WiW35,WiW35,0,0.5,5,GreenbroomCovert,Starting
WiW35.1,WiW35,1,1.1,1,GreenbroomCovert,Final
WiW35.2,WiW35,2,2.1,1,GreenbroomCovert,Final
WiW35.3,WiW35,3,3.1,1,GreenbroomCovert,Final
WiW35.4,WiW35,4,4.1,1,GreenbroomCovert,Final
WiW36,WiW36,0,0.5,5,GreenbroomCovert,Starting
WiW36.1,WiW36,1,1.1,1,GreenbroomCovert,Final
WiW36.2,WiW36,2,2.1,1,GreenbroomCovert,Final
WiW36.3,WiW36,3,3.1,1,GreenbroomCovert,Final
WiW36.4,WiW36,4,4.1,1,GreenbroomCovert,Final
WiW37,WiW37,0,0.5,5,GreenbroomCovert,Starting
WiW37.1,WiW37,1,1.1,1,GreenbroomCovert,Final
WiW37.2,WiW37,2,2.1,1,GreenbroomCovert,Final
WiW37.3,WiW37,3,3.1,1,GreenbroomCovert,Final
WiW37.4,WiW37,4,4.1,1,GreenbroomCovert,Final
WiW38,WiW38,0,0.5,5,GreenbroomCovert,Starting
WiW38.1,WiW38,1,1.1,1,GreenbroomCovert,Final
WiW38.2,WiW38,2,2.1,1,GreenbroomCovert,Final
WiW38.3,WiW38,3,3.1,1,GreenbroomCovert,Final
WiW38.4,WiW38,4,4.1,1,GreenbroomCovert,Final
WiW39,WiW39,0,0.5,5,GreenbroomCovert,Starting
WiW39.1,WiW39,1,1.1,1,GreenbroomCovert,Final
WiW39.2,WiW39,2,2.1,1,GreenbroomCovert,Final
WiW39.3,WiW39,3,3.1,1,GreenbroomCovert,Final
WiW39.4,WiW39,4,4.1,1,GreenbroomCovert,Final
WiW40,WiW40,0,0.5,5,GreenbroomCovert,Starting
WiW40.1,WiW40,1,1.1,1,GreenbroomCovert,Final
WiW40.2,WiW40,2,2.2,2,GreenbroomCovert,Final
WiW40.3,WiW40,3,3.1,1,GreenbroomCovert,Final
WiW40.4,WiW40,4,4.1,1,GreenbroomCovert,Final
WiW41,WiW41,0,0.3,3,GreenbroomCovert,Starting
WiW41.1,WiW41,1,1.1,1,GreenbroomCovert,Final
WiW41.2,WiW41,2,2.1,1,GreenbroomCovert,Final
WiW41.3,WiW41,3,3.1,1,GreenbroomCovert,Final
WiW41.4,WiW41,4,4.1,1,GreenbroomCovert,Final
WiW42,WiW42,0,0.3,3,GreenbroomCovert,Starting
WiW42.1,WiW42,1,1.1,1,GreenbroomCovert,Final
WiW42.2,WiW42,2,2.2,2,GreenbroomCovert,Final
WiW42.3,WiW42,3,3.1,1,GreenbroomCovert,Final
WiW42.4,WiW42,4,4.1,1,GreenbroomCovert,Final
WiW43,WiW43,0,0.3,3,GreenbroomCovert,Starting
WiW43.1,WiW43,1,1.1,1,GreenbroomCovert,Final
WiW43.2,WiW43,2,2.2,2,GreenbroomCovert,Final
WiW43.3,WiW43,3,3.1,1,GreenbroomCovert,Final
WiW43.4,WiW43,4,4.1,1,GreenbroomCovert,Final
WiW44,WiW44,0,0.3,3,GreenbroomCovert,Starting
WiW44.1,WiW44,1,1.1,1,GreenbroomCovert,Final
WiW44.2,WiW44,2,2.2,2,GreenbroomCovert,Final
WiW44.3,WiW44,3,3.1,1,GreenbroomCovert,Final
WiW44.4,WiW44,4,4.1,1,GreenbroomCovert,Final
WiW45,WiW45,0,0.3,3,GreenbroomCovert,Starting
WiW45.1,WiW45,1,1.1,1,GreenbroomCovert,Final
WiW45.2,WiW45,2,2.2,2,GreenbroomCovert,Final
WiW45.3,WiW45,3,3.1,1,GreenbroomCovert,Final
WiW45.4,WiW45,4,4.1,1,GreenbroomCovert,Final
WiW46,WiW46,0,0.3,3,GreenbroomCovert,Starting
WiW46.1,WiW46,1,1.1,1,GreenbroomCovert,Final
WiW46.2,WiW46,2,2.1,1,GreenbroomCovert,Final
WiW46.3,WiW46,3,3.1,1,GreenbroomCovert,Final
WiW46.4,WiW46,4,4.1,1,GreenbroomCovert,Final
WiW47,WiW47,0,0.1,1,GreenbroomCovert,Starting
WiW47.1,WiW47,1,1.1,1,GreenbroomCovert,Final
WiW47.2,WiW47,2,2.1,1,GreenbroomCovert,Final
WiW47.3,WiW47,3,3.1,1,GreenbroomCovert,Final
WiW47.4,WiW47,4,4.1,1,GreenbroomCovert,Final
WiW48,WiW48,0,0.3,3,GreenbroomCovert,Starting
WiW48.1,WiW48,1,1.1,1,GreenbroomCovert,Final
WiW48.2,WiW48,2,2.1,1,GreenbroomCovert,Final
WiW48.3,WiW48,3,3.1,1,GreenbroomCovert,Final
WiW48.4,WiW48,4,4.1,1,GreenbroomCovert,Final
WiW49,WiW49,0,0.3,3,GreenbroomCovert,Starting
WiW49.1,WiW49,1,1.1,1,GreenbroomCovert,Final
WiW49.2,WiW49,2,2.1,1,GreenbroomCovert,Final
WiW49.3,WiW49,3,3.1,1,GreenbroomCovert,Final
WiW49.4,WiW49,4,4.2,2,GreenbroomCovert,Final
WiW50,WiW50,0,0.3,3,GreenbroomCovert,Starting
WiW50.1,WiW50,1,1.1,1,GreenbroomCovert,Final
WiW50.2,WiW50,2,2.1,1,GreenbroomCovert,Final
WiW50.3,WiW50,3,3.1,1,GreenbroomCovert,Final
WiW50.4,WiW50,4,4.1,1,GreenbroomCovert,Final
WiW51,WiW51,0,0.4,4,GreenbroomCovert,Starting
WiW51.1,WiW51,1,1.1,1,GreenbroomCovert,Final
WiW51.2,WiW51,2,2.1,1,GreenbroomCovert,Final
WiW51.3,WiW51,3,3.1,1,GreenbroomCovert,Final
WiW51.4,WiW51,4,4.1,1,GreenbroomCovert,Final
WiW52,WiW52,0,0.3,3,GreenbroomCovert,Starting
WiW52.1,WiW52,1,1.1,1,GreenbroomCovert,Final
WiW52.2,WiW52,2,2.1,1,GreenbroomCovert,Final
WiW52.3,WiW52,3,3.1,1,GreenbroomCovert,Final
WiW52.4,WiW52,4,4.1,1,GreenbroomCovert,Final
WiW53,WiW53,0,0.3,3,GreenbroomCovert,Starting
WiW53.1,WiW53,1,1.1,1,GreenbroomCovert,Final
WiW53.2,WiW53,2,2.1,1,GreenbroomCovert,Final
WiW53.3,WiW53,3,3.1,1,GreenbroomCovert,Final
WiW53.4,WiW53,4,4.1,1,GreenbroomCovert,Final
WiW54,WiW54,0,0.3,3,GreenbroomCovert,Starting
WiW54.1,WiW54,1,1.1,1,GreenbroomCovert,Final
WiW54.2,WiW54,2,2.1,1,GreenbroomCovert,Final
WiW54.3,WiW54,3,3.1,1,GreenbroomCovert,Final
WiW54.4,WiW54,4,4.1,1,GreenbroomCovert,Final
WiW55,WiW55,0,0.3,3,GreenbroomCovert,Starting
WiW55.1,WiW55,1,1.1,1,GreenbroomCovert,Final
WiW55.2,WiW55,2,2.1,1,GreenbroomCovert,Final
WiW55.3,WiW55,3,3.1,1,GreenbroomCovert,Final
WiW55.4,WiW55,4,4.1,1,GreenbroomCovert,Final
WiW56,WiW56,0,0.1,1,GreenbroomCovert,Starting
WiW56.1,WiW56,1,1.1,1,GreenbroomCovert,Final
WiW56.2,WiW56,2,2.1,1,GreenbroomCovert,Final
WiW56.3,WiW56,3,3.1,1,GreenbroomCovert,Final
WiW56.4,WiW56,4,4.1,1,GreenbroomCovert,Final
WiW57,WiW57,0,0.3,3,WindsorGreatPark,Starting
WiW57.1,WiW57,1,1.1,1,WindsorGreatPark,Final
WiW57.2,WiW57,2,2.1,1,WindsorGreatPark,Final
WiW57.3,WiW57,3,3.1,1,WindsorGreatPark,Final
WiW57.4,WiW57,4,4.1,1,WindsorGreatPark,Final
WP01,WP01,0,0.3,3,WaterersPark,Starting
WP01.1,WP01,1,1.1,1,WaterersPark,Final
WP01.2,WP01,2,2.1,1,WaterersPark,Final
WP01.3,WP01,3,3.1,1,WaterersPark,Final
WP01.4,WP01,4,4.1,1,WaterersPark,Final
WP02,WP02,0,0.5,5,WaterersPark,Starting
WP02.1,WP02,1,1.1,1,WaterersPark,Final
WP02.2,WP02,2,2.1,1,WaterersPark,Final
WP02.3,WP02,3,3.1,1,WaterersPark,Final
WP02.4,WP02,4,4.1,1,WaterersPark,Final
WP03,WP03,0,0.5,5,WaterersPark,Starting
WP03.1,WP03,1,1.1,1,WaterersPark,Final
WP03.2,WP03,2,2.1,1,WaterersPark,Final
WP03.3,WP03,3,3.1,1,WaterersPark,Final
WP03.4,WP03,4,4.1,1,WaterersPark,Final
WP04,WP04,0,0.5,5,WaterersPark,Starting
WP04.1,WP04,1,1.1,1,WaterersPark,Final
WP04.2,WP04,2,2.1,1,WaterersPark,Final
WP04.3,WP04,3,3.1,1,WaterersPark,Final
WP04.4,WP04,4,4.1,1,WaterersPark,Final
WP05,WP05,0,0.1,1,WaterersPark,Starting
WP05.1,WP05,1,1.2,2,WaterersPark,Final
WP05.2,WP05,2,2.1,1,WaterersPark,Final
WP05.3,WP05,3,3.1,1,WaterersPark,Final
WP05.4,WP05,4,4.1,1,WaterersPark,Final
WP06,WP06,0,0.3,3,WaterersPark,Starting
WP06.1,WP06,1,1.1,1,WaterersPark,Final
WP06.2,WP06,2,2.1,1,WaterersPark,Final
WP06.3,WP06,3,3.1,1,WaterersPark,Final
WP06.4,WP06,4,4.1,1,WaterersPark,Final
WP07,WP07,0,0.5,5,WaterersPark,Starting
WP07.1,WP07,1,1.1,1,WaterersPark,Final
WP07.2,WP07,2,2.1,1,WaterersPark,Final
WP07.3,WP07,3,3.1,1,WaterersPark,Final
WP07.4,WP07,4,4.1,1,WaterersPark,Final
WP08,WP08,0,0.4,4,WaterersPark,Starting
WP08.1,WP08,1,1.1,1,WaterersPark,Final
WP08.2,WP08,2,2.1,1,WaterersPark,Final
WP08.3,WP08,3,3.1,1,WaterersPark,Final
WP08.4,WP08,4,4.2,2,WaterersPark,Final
WP09,WP09,0,0.4,4,WaterersPark,Starting
WP09.1,WP09,1,1.2,2,WaterersPark,Final
WP09.2,WP09,2,2.2,2,WaterersPark,Final
WP09.3,WP09,3,3.1,1,WaterersPark,Final
WP09.4,WP09,4,4.2,2,WaterersPark,Final
WP10,WP10,0,0.1,1,WaterersPark,Starting
WP10.1,WP10,1,1.2,2,WaterersPark,Final
WP10.2,WP10,2,2.2,2,WaterersPark,Final
WP10.3,WP10,3,3.1,1,WaterersPark,Final
WP10.4,WP10,4,4.1,1,WaterersPark,Final
WP11,WP11,0,0.5,5,WaterersPark,Starting
WP11.1,WP11,1,1.2,2,WaterersPark,Final
WP11.2,WP11,2,2.2,2,WaterersPark,Final
WP11.3,WP11,3,3.1,1,WaterersPark,Final
WP11.4,WP11,4,4.2,2,WaterersPark,Final
WP12,WP12,0,0.4,4,WaterersPark,Starting
WP12.1,WP12,1,1.2,2,WaterersPark,Final
WP12.2,WP12,2,2.2,2,WaterersPark,Final
WP12.3,WP12,3,3.1,1,WaterersPark,Final
WP12.4,WP12,4,4.2,2,WaterersPark,Final
WP13,WP13,0,0.2,2,WaterersPark,Starting
WP13.1,WP13,1,1.2,2,WaterersPark,Final
