sampleid	Name.2	Community	Species	replicate	BreakingBag	parent	Location	Experiment	Time0D_7D_matched
AE05.1	NA	NA	NA	1	NA	AE05	AshridgeEstate	7D_rep1	1
AE05.2	NA	NA	NA	2	NA	AE05	AshridgeEstate	7D_rep2	1
AE05.3	NA	NA	NA	3	NA	AE05	AshridgeEstate	7D_rep3	1
AE05.4	NA	NA	NA	4	NA	AE05	AshridgeEstate	7D_rep4	1
AE101.1	NA	NA	NA	1	NA	AE101	AshridgeEstate	7D_rep1	1
AE101.2	NA	NA	NA	2	NA	AE101	AshridgeEstate	7D_rep2	1
AE101.3	NA	NA	NA	3	NA	AE101	AshridgeEstate	7D_rep3	1
AE101.4	NA	NA	NA	4	NA	AE101	AshridgeEstate	7D_rep4	1
AE103.1	NA	NA	NA	1	NA	AE103	AshridgeEstate	7D_rep1	1
AE103.2	NA	NA	NA	2	NA	AE103	AshridgeEstate	7D_rep2	1
AE103.3	NA	NA	NA	3	NA	AE103	AshridgeEstate	7D_rep3	1
AE103.4	NA	NA	NA	4	NA	AE103	AshridgeEstate	7D_rep4	1
AE126.1	NA	NA	NA	1	NA	AE126	AshridgeEstate	7D_rep1	2
AE126.2	NA	NA	NA	2	NA	AE126	AshridgeEstate	7D_rep2	1
AE126.3	NA	NA	NA	3	NA	AE126	AshridgeEstate	7D_rep3	2
AE126.4	NA	NA	NA	4	NA	AE126	AshridgeEstate	7D_rep4	2
AE155.1	NA	NA	NA	1	NA	AE155	AshridgeEstate	7D_rep1	1
AE155.2	NA	NA	NA	2	NA	AE155	AshridgeEstate	7D_rep2	1
AE155.3	NA	NA	NA	3	NA	AE155	AshridgeEstate	7D_rep3	1
AE155.4	NA	NA	NA	4	NA	AE155	AshridgeEstate	7D_rep4	1
AE172.1	NA	NA	NA	1	NA	AE172	AshridgeEstate	7D_rep1	1
AE172.2	NA	NA	NA	2	NA	AE172	AshridgeEstate	7D_rep2	1
AE172.3	NA	NA	NA	3	NA	AE172	AshridgeEstate	7D_rep3	1
AE172.4	NA	NA	NA	4	NA	AE172	AshridgeEstate	7D_rep4	1
AE22.1	NA	NA	NA	1	NA	AE22	AshridgeEstate	7D_rep1	1
AE22.2	NA	NA	NA	2	NA	AE22	AshridgeEstate	7D_rep2	1
AE22.3	NA	NA	NA	3	NA	AE22	AshridgeEstate	7D_rep3	1
AE22.4	NA	NA	NA	4	NA	AE22	AshridgeEstate	7D_rep4	1
AE23.1	NA	NA	NA	1	NA	AE23	AshridgeEstate	7D_rep1	1
AE23.2	NA	NA	NA	2	NA	AE23	AshridgeEstate	7D_rep2	1
AE23.3	NA	NA	NA	3	NA	AE23	AshridgeEstate	7D_rep3	1
AE23.4	NA	NA	NA	4	NA	AE23	AshridgeEstate	7D_rep4	1
AE26.1	NA	NA	NA	1	NA	AE26	AshridgeEstate	7D_rep1	1
AE26.2	NA	NA	NA	2	NA	AE26	AshridgeEstate	7D_rep2	1
AE26.3	NA	NA	NA	3	NA	AE26	AshridgeEstate	7D_rep3	1
AE26.4	NA	NA	NA	4	NA	AE26	AshridgeEstate	7D_rep4	1
AE27.1	NA	NA	NA	1	NA	AE27	AshridgeEstate	7D_rep1	1
AE27.2	NA	NA	NA	2	NA	AE27	AshridgeEstate	7D_rep2	1
AE27.3	NA	NA	NA	3	NA	AE27	AshridgeEstate	7D_rep3	1
AE27.4	NA	NA	NA	4	NA	AE27	AshridgeEstate	7D_rep4	1
AE95.1	NA	NA	NA	1	NA	AE95	AshridgeEstate	7D_rep1	1
AE95.2	NA	NA	NA	2	NA	AE95	AshridgeEstate	7D_rep2	1
AE95.3	NA	NA	NA	3	NA	AE95	AshridgeEstate	7D_rep3	1
AE95.4	NA	NA	NA	4	NA	AE95	AshridgeEstate	7D_rep4	1
BB01.1	NA	NA	NA	1	NA	BB01	BurhamBeeches	7D_rep1	1
BB01.2	NA	NA	NA	2	NA	BB01	BurhamBeeches	7D_rep2	1
BB01.3	NA	NA	NA	3	NA	BB01	BurhamBeeches	7D_rep3	1
BB01.4	NA	NA	NA	4	NA	BB01	BurhamBeeches	7D_rep4	1
BB02.1	NA	NA	NA	1	NA	BB02	BurhamBeeches	7D_rep1	2
BB02.2	NA	NA	NA	2	NA	BB02	BurhamBeeches	7D_rep2	2
BB02.3	NA	NA	NA	3	NA	BB02	BurhamBeeches	7D_rep3	2
BB02.4	NA	NA	NA	4	NA	BB02	BurhamBeeches	7D_rep4	2
BB03.1	NA	NA	NA	1	NA	BB03	BurhamBeeches	7D_rep1	1
BB03.2	NA	NA	NA	2	NA	BB03	BurhamBeeches	7D_rep2	1
BB03.3	NA	NA	NA	3	NA	BB03	BurhamBeeches	7D_rep3	1
BB03.4	NA	NA	NA	4	NA	BB03	BurhamBeeches	7D_rep4	1
BB05.1	NA	NA	NA	1	NA	BB05	BurhamBeeches	7D_rep1	1
BB05.2	NA	NA	NA	2	NA	BB05	BurhamBeeches	7D_rep2	1
BB05.3	NA	NA	NA	3	NA	BB05	BurhamBeeches	7D_rep3	1
BB05.4	NA	NA	NA	4	NA	BB05	BurhamBeeches	7D_rep4	1
BB06.1	NA	NA	NA	1	NA	BB06	BurhamBeeches	7D_rep1	1
BB06.2	NA	NA	NA	2	NA	BB06	BurhamBeeches	7D_rep2	1
BB06.3	NA	NA	NA	3	NA	BB06	BurhamBeeches	7D_rep3	2
BB06.4	NA	NA	NA	4	NA	BB06	BurhamBeeches	7D_rep4	1
BB07.1	NA	NA	NA	1	NA	BB07	BurhamBeeches	7D_rep1	1
BB07.2	NA	NA	NA	2	NA	BB07	BurhamBeeches	7D_rep2	1
BB07.3	NA	NA	NA	3	NA	BB07	BurhamBeeches	7D_rep3	1
BB07.4	NA	NA	NA	4	NA	BB07	BurhamBeeches	7D_rep4	1
BB09.1	NA	NA	NA	1	NA	BB09	BurhamBeeches	7D_rep1	1
BB09.2	NA	NA	NA	2	NA	BB09	BurhamBeeches	7D_rep2	1
BB09.3	NA	NA	NA	3	NA	BB09	BurhamBeeches	7D_rep3	1
BB09.4	NA	NA	NA	4	NA	BB09	BurhamBeeches	7D_rep4	1
BB10.1	NA	NA	NA	1	NA	BB10	BurhamBeeches	7D_rep1	2
BB10.2	NA	NA	NA	2	NA	BB10	BurhamBeeches	7D_rep2	2
BB10.3	NA	NA	NA	3	NA	BB10	BurhamBeeches	7D_rep3	1
BB10.4	NA	NA	NA	4	NA	BB10	BurhamBeeches	7D_rep4	1
BB11.1	NA	NA	NA	1	NA	BB11	BurhamBeeches	7D_rep1	1
BB11.2	NA	NA	NA	2	NA	BB11	BurhamBeeches	7D_rep2	1
BB11.3	NA	NA	NA	3	NA	BB11	BurhamBeeches	7D_rep3	1
BB11.4	NA	NA	NA	4	NA	BB11	BurhamBeeches	7D_rep4	1
BB12.1	NA	NA	NA	1	NA	BB12	BurhamBeeches	7D_rep1	1
BB12.2	NA	NA	NA	2	NA	BB12	BurhamBeeches	7D_rep2	1
BB12.3	NA	NA	NA	3	NA	BB12	BurhamBeeches	7D_rep3	1
BB12.4	NA	NA	NA	4	NA	BB12	BurhamBeeches	7D_rep4	1
BB13.1	NA	NA	NA	1	NA	BB13	BurhamBeeches	7D_rep1	1
BB13.2	NA	NA	NA	2	NA	BB13	BurhamBeeches	7D_rep2	1
BB13.3	NA	NA	NA	3	NA	BB13	BurhamBeeches	7D_rep3	1
BB13.4	NA	NA	NA	4	NA	BB13	BurhamBeeches	7D_rep4	1
BB14.1	NA	NA	NA	1	NA	BB14	BurhamBeeches	7D_rep1	1
BB14.2	NA	NA	NA	2	NA	BB14	BurhamBeeches	7D_rep2	2
BB14.3	NA	NA	NA	3	NA	BB14	BurhamBeeches	7D_rep3	1
BB14.4	NA	NA	NA	4	NA	BB14	BurhamBeeches	7D_rep4	2
BB15.1	NA	NA	NA	1	NA	BB15	BurhamBeeches	7D_rep1	1
BB15.2	NA	NA	NA	2	NA	BB15	BurhamBeeches	7D_rep2	1
BB15.3	NA	NA	NA	3	NA	BB15	BurhamBeeches	7D_rep3	1
BB15.4	NA	NA	NA	4	NA	BB15	BurhamBeeches	7D_rep4	1
BB16.1	NA	NA	NA	1	NA	BB16	BurhamBeeches	7D_rep1	1
BB16.2	NA	NA	NA	2	NA	BB16	BurhamBeeches	7D_rep2	2
BB16.3	NA	NA	NA	3	NA	BB16	BurhamBeeches	7D_rep3	1
BB16.4	NA	NA	NA	4	NA	BB16	BurhamBeeches	7D_rep4	2
BB17.1	NA	NA	NA	1	NA	BB17	BurhamBeeches	7D_rep1	1
BB17.2	NA	NA	NA	2	NA	BB17	BurhamBeeches	7D_rep2	1
BB17.3	NA	NA	NA	3	NA	BB17	BurhamBeeches	7D_rep3	1
BB17.4	NA	NA	NA	4	NA	BB17	BurhamBeeches	7D_rep4	1
BB18.1	NA	NA	NA	1	NA	BB18	BurhamBeeches	7D_rep1	1
BB18.2	NA	NA	NA	2	NA	BB18	BurhamBeeches	7D_rep2	1
BB18.3	NA	NA	NA	3	NA	BB18	BurhamBeeches	7D_rep3	1
BB18.4	NA	NA	NA	4	NA	BB18	BurhamBeeches	7D_rep4	1
BB19.1	NA	NA	NA	1	NA	BB19	BurhamBeeches	7D_rep1	1
BB19.2	NA	NA	NA	2	NA	BB19	BurhamBeeches	7D_rep2	1
BB19.3	NA	NA	NA	3	NA	BB19	BurhamBeeches	7D_rep3	1
BB19.4	NA	NA	NA	4	NA	BB19	BurhamBeeches	7D_rep4	1
BB20.1	NA	NA	NA	1	NA	BB20	BurhamBeeches	7D_rep1	1
BB20.2	NA	NA	NA	2	NA	BB20	BurhamBeeches	7D_rep2	1
BB20.3	NA	NA	NA	3	NA	BB20	BurhamBeeches	7D_rep3	1
BB20.4	NA	NA	NA	4	NA	BB20	BurhamBeeches	7D_rep4	1
BB21.1	NA	NA	NA	1	NA	BB21	BurhamBeeches	7D_rep1	1
BB21.2	NA	NA	NA	2	NA	BB21	BurhamBeeches	7D_rep2	1
BB21.3	NA	NA	NA	3	NA	BB21	BurhamBeeches	7D_rep3	1
BB21.4	NA	NA	NA	4	NA	BB21	BurhamBeeches	7D_rep4	1
BB22.1	NA	NA	NA	1	NA	BB22	BurhamBeeches	7D_rep1	1
BB22.2	NA	NA	NA	2	NA	BB22	BurhamBeeches	7D_rep2	1
BB22.3	NA	NA	NA	3	NA	BB22	BurhamBeeches	7D_rep3	1
BB22.4	NA	NA	NA	4	NA	BB22	BurhamBeeches	7D_rep4	1
BB23.1	NA	NA	NA	1	NA	BB23	BurhamBeeches	7D_rep1	2
BB23.2	NA	NA	NA	2	NA	BB23	BurhamBeeches	7D_rep2	1
BB23.3	NA	NA	NA	3	NA	BB23	BurhamBeeches	7D_rep3	1
BB23.4	NA	NA	NA	4	NA	BB23	BurhamBeeches	7D_rep4	1
BB25.1	NA	NA	NA	1	NA	BB25	BurhamBeeches	7D_rep1	1
BB25.2	NA	NA	NA	2	NA	BB25	BurhamBeeches	7D_rep2	1
BB25.3	NA	NA	NA	3	NA	BB25	BurhamBeeches	7D_rep3	1
BB25.4	NA	NA	NA	4	NA	BB25	BurhamBeeches	7D_rep4	1
BB26.1	NA	NA	NA	1	NA	BB26	BurhamBeeches	7D_rep1	2
BB26.2	NA	NA	NA	2	NA	BB26	BurhamBeeches	7D_rep2	1
BB26.3	NA	NA	NA	3	NA	BB26	BurhamBeeches	7D_rep3	1
BB26.4	NA	NA	NA	4	NA	BB26	BurhamBeeches	7D_rep4	2
BB29.1	NA	NA	NA	1	NA	BB29	BurhamBeeches	7D_rep1	2
BB29.2	NA	NA	NA	2	NA	BB29	BurhamBeeches	7D_rep2	1
BB29.3	NA	NA	NA	3	NA	BB29	BurhamBeeches	7D_rep3	2
BB29.4	NA	NA	NA	4	NA	BB29	BurhamBeeches	7D_rep4	2
BB35.1	NA	NA	NA	1	NA	BB35	BurhamBeeches	7D_rep1	1
BB35.2	NA	NA	NA	2	NA	BB35	BurhamBeeches	7D_rep2	1
BB35.3	NA	NA	NA	3	NA	BB35	BurhamBeeches	7D_rep3	1
BB35.4	NA	NA	NA	4	NA	BB35	BurhamBeeches	7D_rep4	1
BB40.1	NA	NA	NA	1	NA	BB40	BurhamBeeches	7D_rep1	1
BB40.2	NA	NA	NA	2	NA	BB40	BurhamBeeches	7D_rep2	1
BB40.3	NA	NA	NA	3	NA	BB40	BurhamBeeches	7D_rep3	2
BB40.4	NA	NA	NA	4	NA	BB40	BurhamBeeches	7D_rep4	2
BB52.1	NA	NA	NA	1	NA	BB52	BurhamBeeches	7D_rep1	2
BB52.2	NA	NA	NA	2	NA	BB52	BurhamBeeches	7D_rep2	2
BB52.3	NA	NA	NA	3	NA	BB52	BurhamBeeches	7D_rep3	2
BB52.4	NA	NA	NA	4	NA	BB52	BurhamBeeches	7D_rep4	1
BB57.1	NA	NA	NA	1	NA	BB57	BurhamBeeches	7D_rep1	2
BB57.2	NA	NA	NA	2	NA	BB57	BurhamBeeches	7D_rep2	1
BB57.3	NA	NA	NA	3	NA	BB57	BurhamBeeches	7D_rep3	2
BB57.4	NA	NA	NA	4	NA	BB57	BurhamBeeches	7D_rep4	2
BB60.1	NA	NA	NA	1	NA	BB60	BurhamBeeches	7D_rep1	1
BB60.2	NA	NA	NA	2	NA	BB60	BurhamBeeches	7D_rep2	2
BB60.3	NA	NA	NA	3	NA	BB60	BurhamBeeches	7D_rep3	1
BB60.4	NA	NA	NA	4	NA	BB60	BurhamBeeches	7D_rep4	2
BB61.1	NA	NA	NA	1	NA	BB61	BurhamBeeches	7D_rep1	2
BB61.2	NA	NA	NA	2	NA	BB61	BurhamBeeches	7D_rep2	2
BB61.3	NA	NA	NA	3	NA	BB61	BurhamBeeches	7D_rep3	2
BB61.4	NA	NA	NA	4	NA	BB61	BurhamBeeches	7D_rep4	1
BB66.1	NA	NA	NA	1	NA	BB66	BurhamBeeches	7D_rep1	1
BB66.2	NA	NA	NA	2	NA	BB66	BurhamBeeches	7D_rep2	1
BB66.3	NA	NA	NA	3	NA	BB66	BurhamBeeches	7D_rep3	1
BB66.4	NA	NA	NA	4	NA	BB66	BurhamBeeches	7D_rep4	1
BB88.1	NA	NA	NA	1	NA	BB88	BurhamBeeches	7D_rep1	2
BB88.2	NA	NA	NA	2	NA	BB88	BurhamBeeches	7D_rep2	2
BB88.3	NA	NA	NA	3	NA	BB88	BurhamBeeches	7D_rep3	2
BB88.4	NA	NA	NA	4	NA	BB88	BurhamBeeches	7D_rep4	2
BWd01.1	NA	NA	NA	1	NA	BWd01	BeechWood	7D_rep1	1
BWd01.2	NA	NA	NA	2	NA	BWd01	BeechWood	7D_rep2	1
BWd01.3	NA	NA	NA	3	NA	BWd01	BeechWood	7D_rep3	1
BWd01.4	NA	NA	NA	4	NA	BWd01	BeechWood	7D_rep4	1
BWd02.1	NA	NA	NA	1	NA	BWd02	BeechWood	7D_rep1	1
BWd02.2	NA	NA	NA	2	NA	BWd02	BeechWood	7D_rep2	1
BWd02.3	NA	NA	NA	3	NA	BWd02	BeechWood	7D_rep3	1
BWd02.4	NA	NA	NA	4	NA	BWd02	BeechWood	7D_rep4	1
BWd03.1	NA	NA	NA	1	NA	BWd03	BeechWood	7D_rep1	1
BWd03.2	NA	NA	NA	2	NA	BWd03	BeechWood	7D_rep2	1
BWd03.3	NA	NA	NA	3	NA	BWd03	BeechWood	7D_rep3	1
BWd03.4	NA	NA	NA	4	NA	BWd03	BeechWood	7D_rep4	1
BWd04.1	NA	NA	NA	1	NA	BWd04	BeechWood	7D_rep1	1
BWd04.2	NA	NA	NA	2	NA	BWd04	BeechWood	7D_rep2	1
BWd04.3	NA	NA	NA	3	NA	BWd04	BeechWood	7D_rep3	1
BWd04.4	NA	NA	NA	4	NA	BWd04	BeechWood	7D_rep4	1
BWd05.1	NA	NA	NA	1	NA	BWd05	BeechWood	7D_rep1	1
BWd05.2	NA	NA	NA	2	NA	BWd05	BeechWood	7D_rep2	1
BWd05.3	NA	NA	NA	3	NA	BWd05	BeechWood	7D_rep3	1
BWd05.4	NA	NA	NA	4	NA	BWd05	BeechWood	7D_rep4	1
BWd07.1	NA	NA	NA	1	NA	BWd07	BeechWood	7D_rep1	1
BWd07.2	NA	NA	NA	2	NA	BWd07	BeechWood	7D_rep2	1
BWd07.3	NA	NA	NA	3	NA	BWd07	BeechWood	7D_rep3	1
BWd07.4	NA	NA	NA	4	NA	BWd07	BeechWood	7D_rep4	1
LW01.1	NA	NA	NA	1	NA	LW01	LongWood	7D_rep1	1
LW01.2	NA	NA	NA	2	NA	LW01	LongWood	7D_rep2	1
LW01.3	NA	NA	NA	3	NA	LW01	LongWood	7D_rep3	1
LW01.4	NA	NA	NA	4	NA	LW01	LongWood	7D_rep4	1
LW03.1	NA	NA	NA	1	NA	LW03	LongWood	7D_rep1	1
LW03.2	NA	NA	NA	2	NA	LW03	LongWood	7D_rep2	1
LW03.3	NA	NA	NA	3	NA	LW03	LongWood	7D_rep3	1
LW03.4	NA	NA	NA	4	NA	LW03	LongWood	7D_rep4	1
LW04.1	NA	NA	NA	1	NA	LW04	LongWood	7D_rep1	1
LW04.2	NA	NA	NA	2	NA	LW04	LongWood	7D_rep2	1
LW04.3	NA	NA	NA	3	NA	LW04	LongWood	7D_rep3	1
LW04.4	NA	NA	NA	4	NA	LW04	LongWood	7D_rep4	1
LW05.1	NA	NA	NA	1	NA	LW05	LongWood	7D_rep1	1
LW05.2	NA	NA	NA	2	NA	LW05	LongWood	7D_rep2	1
LW05.3	NA	NA	NA	3	NA	LW05	LongWood	7D_rep3	1
LW05.4	NA	NA	NA	4	NA	LW05	LongWood	7D_rep4	1
LW06.1	NA	NA	NA	1	NA	LW06	LongWood	7D_rep1	1
LW06.2	NA	NA	NA	2	NA	LW06	LongWood	7D_rep2	1
LW06.3	NA	NA	NA	3	NA	LW06	LongWood	7D_rep3	1
LW06.4	NA	NA	NA	4	NA	LW06	LongWood	7D_rep4	1
LW07.1	NA	NA	NA	1	NA	LW07	LongWood	7D_rep1	1
LW07.2	NA	NA	NA	2	NA	LW07	LongWood	7D_rep2	1
LW07.3	NA	NA	NA	3	NA	LW07	LongWood	7D_rep3	1
LW07.4	NA	NA	NA	4	NA	LW07	LongWood	7D_rep4	1
LW08.1	NA	NA	NA	1	NA	LW08	LongWood	7D_rep1	1
LW08.2	NA	NA	NA	2	NA	LW08	LongWood	7D_rep2	1
LW08.3	NA	NA	NA	3	NA	LW08	LongWood	7D_rep3	1
LW08.4	NA	NA	NA	4	NA	LW08	LongWood	7D_rep4	1
LW09.1	NA	NA	NA	1	NA	LW09	LongWood	7D_rep1	1
LW09.2	NA	NA	NA	2	NA	LW09	LongWood	7D_rep2	1
LW09.3	NA	NA	NA	3	NA	LW09	LongWood	7D_rep3	1
LW09.4	NA	NA	NA	4	NA	LW09	LongWood	7D_rep4	1
LW10.1	NA	NA	NA	1	NA	LW10	LongWood	7D_rep1	1
LW10.2	NA	NA	NA	2	NA	LW10	LongWood	7D_rep2	1
LW10.3	NA	NA	NA	3	NA	LW10	LongWood	7D_rep3	1
LW10.4	NA	NA	NA	4	NA	LW10	LongWood	7D_rep4	1
LW11.1	NA	NA	NA	1	NA	LW11	LongWood	7D_rep1	1
LW11.2	NA	NA	NA	2	NA	LW11	LongWood	7D_rep2	1
LW11.3	NA	NA	NA	3	NA	LW11	LongWood	7D_rep3	1
LW11.4	NA	NA	NA	4	NA	LW11	LongWood	7D_rep4	1
LW12.1	NA	NA	NA	1	NA	LW12	LongWood	7D_rep1	1
LW12.2	NA	NA	NA	2	NA	LW12	LongWood	7D_rep2	1
LW12.3	NA	NA	NA	3	NA	LW12	LongWood	7D_rep3	1
LW12.4	NA	NA	NA	4	NA	LW12	LongWood	7D_rep4	1
OWW01.1	NA	NA	NA	1	NA	OWW01	OldWindsorWood	7D_rep1	1
OWW01.2	NA	NA	NA	2	NA	OWW01	OldWindsorWood	7D_rep2	1
OWW01.3	NA	NA	NA	3	NA	OWW01	OldWindsorWood	7D_rep3	1
OWW01.4	NA	NA	NA	4	NA	OWW01	OldWindsorWood	7D_rep4	1
OWW02.1	NA	NA	NA	1	NA	OWW02	OldWindsorWood	7D_rep1	1
OWW02.2	NA	NA	NA	2	NA	OWW02	OldWindsorWood	7D_rep2	1
OWW02.3	NA	NA	NA	3	NA	OWW02	OldWindsorWood	7D_rep3	1
OWW02.4	NA	NA	NA	4	NA	OWW02	OldWindsorWood	7D_rep4	1
OWW04.1	NA	NA	NA	1	NA	OWW04	OldWindsorWood	7D_rep1	1
OWW04.2	NA	NA	NA	2	NA	OWW04	OldWindsorWood	7D_rep2	1
OWW04.3	NA	NA	NA	3	NA	OWW04	OldWindsorWood	7D_rep3	1
OWW04.4	NA	NA	NA	4	NA	OWW04	OldWindsorWood	7D_rep4	1
OWW05.1	NA	NA	NA	1	NA	OWW05	OldWindsorWood	7D_rep1	1
OWW05.2	NA	NA	NA	2	NA	OWW05	OldWindsorWood	7D_rep2	1
OWW05.3	NA	NA	NA	3	NA	OWW05	OldWindsorWood	7D_rep3	1
OWW05.4	NA	NA	NA	4	NA	OWW05	OldWindsorWood	7D_rep4	1
OWW06.1	NA	NA	NA	1	NA	OWW06	OldWindsorWood	7D_rep1	1
OWW06.2	NA	NA	NA	2	NA	OWW06	OldWindsorWood	7D_rep2	1
OWW06.3	NA	NA	NA	3	NA	OWW06	OldWindsorWood	7D_rep3	1
OWW06.4	NA	NA	NA	4	NA	OWW06	OldWindsorWood	7D_rep4	1
OWW07.1	NA	NA	NA	1	NA	OWW07	OldWindsorWood	7D_rep1	1
OWW07.2	NA	NA	NA	2	NA	OWW07	OldWindsorWood	7D_rep2	1
OWW07.3	NA	NA	NA	3	NA	OWW07	OldWindsorWood	7D_rep3	1
OWW07.4	NA	NA	NA	4	NA	OWW07	OldWindsorWood	7D_rep4	1
OWW08.1	NA	NA	NA	1	NA	OWW08	OldWindsorWood	7D_rep1	1
OWW08.2	NA	NA	NA	2	NA	OWW08	OldWindsorWood	7D_rep2	1
OWW08.3	NA	NA	NA	3	NA	OWW08	OldWindsorWood	7D_rep3	1
OWW08.4	NA	NA	NA	4	NA	OWW08	OldWindsorWood	7D_rep4	1
OWW09.1	NA	NA	NA	1	NA	OWW09	OldWindsorWood	7D_rep1	1
OWW09.2	NA	NA	NA	2	NA	OWW09	OldWindsorWood	7D_rep2	1
OWW09.3	NA	NA	NA	3	NA	OWW09	OldWindsorWood	7D_rep3	1
OWW09.4	NA	NA	NA	4	NA	OWW09	OldWindsorWood	7D_rep4	1
