sampleid	Name.2	Community	Species	replicate	BreakingBag	parent	Location	Experiment	Time0D_7D_matched
OWW11.1	NA	NA	NA	1	NA	OWW11	OldWindsorWood	7D_rep1	1
OWW11.2	NA	NA	NA	2	NA	OWW11	OldWindsorWood	7D_rep2	2
OWW11.3	NA	NA	NA	3	NA	OWW11	OldWindsorWood	7D_rep3	1
OWW11.4	NA	NA	NA	4	NA	OWW11	OldWindsorWood	7D_rep4	1
OWW12.1	NA	NA	NA	1	NA	OWW12	OldWindsorWood	7D_rep1	1
OWW12.2	NA	NA	NA	2	NA	OWW12	OldWindsorWood	7D_rep2	1
OWW12.3	NA	NA	NA	3	NA	OWW12	OldWindsorWood	7D_rep3	1
OWW12.4	NA	NA	NA	4	NA	OWW12	OldWindsorWood	7D_rep4	1
OWW13.1	NA	NA	NA	1	NA	OWW13	OldWindsorWood	7D_rep1	1
OWW13.2	NA	NA	NA	2	NA	OWW13	OldWindsorWood	7D_rep2	1
OWW13.3	NA	NA	NA	3	NA	OWW13	OldWindsorWood	7D_rep3	1
OWW13.4	NA	NA	NA	4	NA	OWW13	OldWindsorWood	7D_rep4	1
OWW14.1	NA	NA	NA	1	NA	OWW14	OldWindsorWood	7D_rep1	1
OWW14.2	NA	NA	NA	2	NA	OWW14	OldWindsorWood	7D_rep2	1
OWW14.3	NA	NA	NA	3	NA	OWW14	OldWindsorWood	7D_rep3	1
OWW14.4	NA	NA	NA	4	NA	OWW14	OldWindsorWood	7D_rep4	1
OWW15.1	NA	NA	NA	1	NA	OWW15	OldWindsorWood	7D_rep1	1
OWW15.2	NA	NA	NA	2	NA	OWW15	OldWindsorWood	7D_rep2	1
OWW15.3	NA	NA	NA	3	NA	OWW15	OldWindsorWood	7D_rep3	1
OWW15.4	NA	NA	NA	4	NA	OWW15	OldWindsorWood	7D_rep4	1
OWW16.1	NA	NA	NA	1	NA	OWW16	OldWindsorWood	7D_rep1	1
OWW16.2	NA	NA	NA	2	NA	OWW16	OldWindsorWood	7D_rep2	1
OWW16.3	NA	NA	NA	3	NA	OWW16	OldWindsorWood	7D_rep3	1
OWW16.4	NA	NA	NA	4	NA	OWW16	OldWindsorWood	7D_rep4	1
PH01.1	NA	NA	NA	1	NA	PH01	PullingshillWood	7D_rep1	2
PH01.2	NA	NA	NA	2	NA	PH01	PullingshillWood	7D_rep2	2
PH01.3	NA	NA	NA	3	NA	PH01	PullingshillWood	7D_rep3	2
PH01.4	NA	NA	NA	4	NA	PH01	PullingshillWood	7D_rep4	2
PH02.1	NA	NA	NA	1	NA	PH02	PullingshillWood	7D_rep1	2
PH02.2	NA	NA	NA	2	NA	PH02	PullingshillWood	7D_rep2	2
PH02.3	NA	NA	NA	3	NA	PH02	PullingshillWood	7D_rep3	2
PH02.4	NA	NA	NA	4	NA	PH02	PullingshillWood	7D_rep4	2
PH03.1	NA	NA	NA	1	NA	PH03	PullingshillWood	7D_rep1	2
PH03.2	NA	NA	NA	2	NA	PH03	PullingshillWood	7D_rep2	2
PH03.3	NA	NA	NA	3	NA	PH03	PullingshillWood	7D_rep3	2
PH03.4	NA	NA	NA	4	NA	PH03	PullingshillWood	7D_rep4	2
PH04.1	NA	NA	NA	1	NA	PH04	PullingshillWood	7D_rep1	2
PH04.2	NA	NA	NA	2	NA	PH04	PullingshillWood	7D_rep2	2
PH04.3	NA	NA	NA	3	NA	PH04	PullingshillWood	7D_rep3	2
PH04.4	NA	NA	NA	4	NA	PH04	PullingshillWood	7D_rep4	2
PH05.1	NA	NA	NA	1	NA	PH05	PullingshillWood	7D_rep1	2
PH05.2	NA	NA	NA	2	NA	PH05	PullingshillWood	7D_rep2	2
PH05.3	NA	NA	NA	3	NA	PH05	PullingshillWood	7D_rep3	2
PH05.4	NA	NA	NA	4	NA	PH05	PullingshillWood	7D_rep4	2
PH06.1	NA	NA	NA	1	NA	PH06	PullingshillWood	7D_rep1	2
PH06.2	NA	NA	NA	2	NA	PH06	PullingshillWood	7D_rep2	2
PH06.3	NA	NA	NA	3	NA	PH06	PullingshillWood	7D_rep3	2
PH06.4	NA	NA	NA	4	NA	PH06	PullingshillWood	7D_rep4	2
PH08.1	NA	NA	NA	1	NA	PH08	PullingshillWood	7D_rep1	2
PH08.2	NA	NA	NA	2	NA	PH08	PullingshillWood	7D_rep2	2
PH08.3	NA	NA	NA	3	NA	PH08	PullingshillWood	7D_rep3	2
PH08.4	NA	NA	NA	4	NA	PH08	PullingshillWood	7D_rep4	2
PH09.1	NA	NA	NA	1	NA	PH09	PullingshillWood	7D_rep1	2
PH09.2	NA	NA	NA	2	NA	PH09	PullingshillWood	7D_rep2	2
PH09.3	NA	NA	NA	3	NA	PH09	PullingshillWood	7D_rep3	2
PH09.4	NA	NA	NA	4	NA	PH09	PullingshillWood	7D_rep4	2
PH10.1	NA	NA	NA	1	NA	PH10	PullingshillWood	7D_rep1	2
PH10.2	NA	NA	NA	2	NA	PH10	PullingshillWood	7D_rep2	2
PH10.3	NA	NA	NA	3	NA	PH10	PullingshillWood	7D_rep3	2
PH10.4	NA	NA	NA	4	NA	PH10	PullingshillWood	7D_rep4	2
PH11.1	NA	NA	NA	1	NA	PH11	PullingshillWood	7D_rep1	2
PH11.2	NA	NA	NA	2	NA	PH11	PullingshillWood	7D_rep2	2
PH11.3	NA	NA	NA	3	NA	PH11	PullingshillWood	7D_rep3	2
PH11.4	NA	NA	NA	4	NA	PH11	PullingshillWood	7D_rep4	2
PH12.1	NA	NA	NA	1	NA	PH12	PullingshillWood	7D_rep1	2
PH12.2	NA	NA	NA	2	NA	PH12	PullingshillWood	7D_rep2	2
PH12.3	NA	NA	NA	3	NA	PH12	PullingshillWood	7D_rep3	2
PH12.4	NA	NA	NA	4	NA	PH12	PullingshillWood	7D_rep4	2
PH13.1	NA	NA	NA	1	NA	PH13	PullingshillWood	7D_rep1	2
PH13.2	NA	NA	NA	2	NA	PH13	PullingshillWood	7D_rep2	2
PH13.3	NA	NA	NA	3	NA	PH13	PullingshillWood	7D_rep3	2
PH13.4	NA	NA	NA	4	NA	PH13	PullingshillWood	7D_rep4	2
PH14.1	NA	NA	NA	1	NA	PH14	PullingshillWood	7D_rep1	2
PH14.2	NA	NA	NA	2	NA	PH14	PullingshillWood	7D_rep2	2
PH14.3	NA	NA	NA	3	NA	PH14	PullingshillWood	7D_rep3	2
PH14.4	NA	NA	NA	4	NA	PH14	PullingshillWood	7D_rep4	2
PH15.1	NA	NA	NA	1	NA	PH15	PullingshillWood	7D_rep1	2
PH15.2	NA	NA	NA	2	NA	PH15	PullingshillWood	7D_rep2	2
PH15.3	NA	NA	NA	3	NA	PH15	PullingshillWood	7D_rep3	2
PH15.4	NA	NA	NA	4	NA	PH15	PullingshillWood	7D_rep4	2
PH17.1	NA	NA	NA	1	NA	PH17	PullingshillWood	7D_rep1	2
PH17.2	NA	NA	NA	2	NA	PH17	PullingshillWood	7D_rep2	2
PH17.3	NA	NA	NA	3	NA	PH17	PullingshillWood	7D_rep3	2
PH17.4	NA	NA	NA	4	NA	PH17	PullingshillWood	7D_rep4	2
PH18.1	NA	NA	NA	1	NA	PH18	PullingshillWood	7D_rep1	2
PH18.2	NA	NA	NA	2	NA	PH18	PullingshillWood	7D_rep2	2
PH18.3	NA	NA	NA	3	NA	PH18	PullingshillWood	7D_rep3	2
PH18.4	NA	NA	NA	4	NA	PH18	PullingshillWood	7D_rep4	2
PH19.1	NA	NA	NA	1	NA	PH19	PullingshillWood	7D_rep1	2
PH19.2	NA	NA	NA	2	NA	PH19	PullingshillWood	7D_rep2	2
PH19.3	NA	NA	NA	3	NA	PH19	PullingshillWood	7D_rep3	2
PH19.4	NA	NA	NA	4	NA	PH19	PullingshillWood	7D_rep4	2
PH20.1	NA	NA	NA	1	NA	PH20	PullingshillWood	7D_rep1	2
PH20.2	NA	NA	NA	2	NA	PH20	PullingshillWood	7D_rep2	2
PH20.3	NA	NA	NA	3	NA	PH20	PullingshillWood	7D_rep3	2
PH20.4	NA	NA	NA	4	NA	PH20	PullingshillWood	7D_rep4	2
PH21.1	NA	NA	NA	1	NA	PH21	PullingshillWood	7D_rep1	2
PH21.2	NA	NA	NA	2	NA	PH21	PullingshillWood	7D_rep2	2
PH21.3	NA	NA	NA	3	NA	PH21	PullingshillWood	7D_rep3	2
PH21.4	NA	NA	NA	4	NA	PH21	PullingshillWood	7D_rep4	2
PH22.1	NA	NA	NA	1	NA	PH22	PullingshillWood	7D_rep1	2
PH22.2	NA	NA	NA	2	NA	PH22	PullingshillWood	7D_rep2	2
PH22.3	NA	NA	NA	3	NA	PH22	PullingshillWood	7D_rep3	2
PH22.4	NA	NA	NA	4	NA	PH22	PullingshillWood	7D_rep4	2
PH24.1	NA	NA	NA	1	NA	PH24	PullingshillWood	7D_rep1	2
PH24.2	NA	NA	NA	2	NA	PH24	PullingshillWood	7D_rep2	2
PH24.3	NA	NA	NA	3	NA	PH24	PullingshillWood	7D_rep3	2
PH24.4	NA	NA	NA	4	NA	PH24	PullingshillWood	7D_rep4	2
RDM01.1	NA	NA	NA	1	NA	RDM01	SilwoodPark	7D_rep1	2
RDM01.2	NA	NA	NA	2	NA	RDM01	SilwoodPark	7D_rep2	1
RDM01.3	NA	NA	NA	3	NA	RDM01	SilwoodPark	7D_rep3	2
RDM01.4	NA	NA	NA	4	NA	RDM01	SilwoodPark	7D_rep4	2
SAC02.1	NA	NA	NA	1	NA	SAC02	StAlbansCity	7D_rep1	2
SAC02.2	NA	NA	NA	2	NA	SAC02	StAlbansCity	7D_rep2	2
SAC02.3	NA	NA	NA	3	NA	SAC02	StAlbansCity	7D_rep3	2
SAC02.4	NA	NA	NA	4	NA	SAC02	StAlbansCity	7D_rep4	1
SAC03.1	NA	NA	NA	1	NA	SAC03	StAlbansCity	7D_rep1	2
SAC03.2	NA	NA	NA	2	NA	SAC03	StAlbansCity	7D_rep2	2
SAC03.3	NA	NA	NA	3	NA	SAC03	StAlbansCity	7D_rep3	2
SAC03.4	NA	NA	NA	4	NA	SAC03	StAlbansCity	7D_rep4	1
SAC04.1	NA	NA	NA	1	NA	SAC04	StAlbansCity	7D_rep1	2
SAC04.2	NA	NA	NA	2	NA	SAC04	StAlbansCity	7D_rep2	2
SAC04.3	NA	NA	NA	3	NA	SAC04	StAlbansCity	7D_rep3	2
SAC04.4	NA	NA	NA	4	NA	SAC04	StAlbansCity	7D_rep4	1
SAC05.1	NA	NA	NA	1	NA	SAC05	StAlbansCity	7D_rep1	2
SAC05.2	NA	NA	NA	2	NA	SAC05	StAlbansCity	7D_rep2	2
SAC05.3	NA	NA	NA	3	NA	SAC05	StAlbansCity	7D_rep3	2
SAC05.4	NA	NA	NA	4	NA	SAC05	StAlbansCity	7D_rep4	1
SAC06.1	NA	NA	NA	1	NA	SAC06	StAlbansCity	7D_rep1	2
SAC06.2	NA	NA	NA	2	NA	SAC06	StAlbansCity	7D_rep2	2
SAC06.3	NA	NA	NA	3	NA	SAC06	StAlbansCity	7D_rep3	2
SAC06.4	NA	NA	NA	4	NA	SAC06	StAlbansCity	7D_rep4	1
SAC07.1	NA	NA	NA	1	NA	SAC07	StAlbansCity	7D_rep1	2
SAC07.2	NA	NA	NA	2	NA	SAC07	StAlbansCity	7D_rep2	2
SAC07.3	NA	NA	NA	3	NA	SAC07	StAlbansCity	7D_rep3	2
SAC07.4	NA	NA	NA	4	NA	SAC07	StAlbansCity	7D_rep4	1
SAC08.1	NA	NA	NA	1	NA	SAC08	StAlbansCity	7D_rep1	1
SAC08.2	NA	NA	NA	2	NA	SAC08	StAlbansCity	7D_rep2	2
SAC08.3	NA	NA	NA	3	NA	SAC08	StAlbansCity	7D_rep3	2
SAC08.4	NA	NA	NA	4	NA	SAC08	StAlbansCity	7D_rep4	1
SAC10.1	NA	NA	NA	1	NA	SAC10	StAlbansCity	7D_rep1	2
SAC10.2	NA	NA	NA	2	NA	SAC10	StAlbansCity	7D_rep2	2
SAC10.3	NA	NA	NA	3	NA	SAC10	StAlbansCity	7D_rep3	2
SAC10.4	NA	NA	NA	4	NA	SAC10	StAlbansCity	7D_rep4	2
SAC11.1	NA	NA	NA	1	NA	SAC11	StAlbansCity	7D_rep1	2
SAC11.2	NA	NA	NA	2	NA	SAC11	StAlbansCity	7D_rep2	2
SAC11.3	NA	NA	NA	3	NA	SAC11	StAlbansCity	7D_rep3	2
SAC11.4	NA	NA	NA	4	NA	SAC11	StAlbansCity	7D_rep4	2
SAC12.1	NA	NA	NA	1	NA	SAC12	StAlbansCity	7D_rep1	2
SAC12.2	NA	NA	NA	2	NA	SAC12	StAlbansCity	7D_rep2	2
SAC12.3	NA	NA	NA	3	NA	SAC12	StAlbansCity	7D_rep3	2
SAC12.4	NA	NA	NA	4	NA	SAC12	StAlbansCity	7D_rep4	2
SAC13.1	NA	NA	NA	1	NA	SAC13	StAlbansCity	7D_rep1	2
SAC13.2	NA	NA	NA	2	NA	SAC13	StAlbansCity	7D_rep2	2
SAC13.3	NA	NA	NA	3	NA	SAC13	StAlbansCity	7D_rep3	2
SAC13.4	NA	NA	NA	4	NA	SAC13	StAlbansCity	7D_rep4	2
SAC14.1	NA	NA	NA	1	NA	SAC14	StAlbansCity	7D_rep1	2
SAC14.2	NA	NA	NA	2	NA	SAC14	StAlbansCity	7D_rep2	2
SAC14.3	NA	NA	NA	3	NA	SAC14	StAlbansCity	7D_rep3	2
SAC14.4	NA	NA	NA	4	NA	SAC14	StAlbansCity	7D_rep4	2
SAC15.1	NA	NA	NA	1	NA	SAC15	StAlbansCity	7D_rep1	2
SAC15.2	NA	NA	NA	2	NA	SAC15	StAlbansCity	7D_rep2	2
SAC15.3	NA	NA	NA	3	NA	SAC15	StAlbansCity	7D_rep3	2
SAC15.4	NA	NA	NA	4	NA	SAC15	StAlbansCity	7D_rep4	2
SAC16.1	NA	NA	NA	1	NA	SAC16	StAlbansCity	7D_rep1	2
SAC16.2	NA	NA	NA	2	NA	SAC16	StAlbansCity	7D_rep2	2
SAC16.3	NA	NA	NA	3	NA	SAC16	StAlbansCity	7D_rep3	2
SAC16.4	NA	NA	NA	4	NA	SAC16	StAlbansCity	7D_rep4	2
WEL01.1	NA	NA	NA	1	NA	WEL01	CombeHill	7D_rep1	2
WEL01.2	NA	NA	NA	2	NA	WEL01	CombeHill	7D_rep2	2
WEL01.3	NA	NA	NA	3	NA	WEL01	CombeHill	7D_rep3	2
WEL01.4	NA	NA	NA	4	NA	WEL01	CombeHill	7D_rep4	2
WEL02.1	NA	NA	NA	1	NA	WEL02	CombeHill	7D_rep1	2
WEL02.2	NA	NA	NA	2	NA	WEL02	CombeHill	7D_rep2	2
WEL02.3	NA	NA	NA	3	NA	WEL02	CombeHill	7D_rep3	2
WEL02.4	NA	NA	NA	4	NA	WEL02	CombeHill	7D_rep4	2
WEL03.1	NA	NA	NA	1	NA	WEL03	CombeHill	7D_rep1	2
WEL03.2	NA	NA	NA	2	NA	WEL03	CombeHill	7D_rep2	2
WEL03.3	NA	NA	NA	3	NA	WEL03	CombeHill	7D_rep3	2
WEL03.4	NA	NA	NA	4	NA	WEL03	CombeHill	7D_rep4	1
WEL04.1	NA	NA	NA	1	NA	WEL04	CombeHill	7D_rep1	2
WEL04.2	NA	NA	NA	2	NA	WEL04	CombeHill	7D_rep2	2
WEL04.3	NA	NA	NA	3	NA	WEL04	CombeHill	7D_rep3	2
WEL04.4	NA	NA	NA	4	NA	WEL04	CombeHill	7D_rep4	2
WEL05.1	NA	NA	NA	1	NA	WEL05	CombeHill	7D_rep1	2
WEL05.2	NA	NA	NA	2	NA	WEL05	CombeHill	7D_rep2	2
WEL05.3	NA	NA	NA	3	NA	WEL05	CombeHill	7D_rep3	2
WEL05.4	NA	NA	NA	4	NA	WEL05	CombeHill	7D_rep4	2
WEL06.1	NA	NA	NA	1	NA	WEL06	CombeHill	7D_rep1	2
WEL06.2	NA	NA	NA	2	NA	WEL06	CombeHill	7D_rep2	2
WEL06.3	NA	NA	NA	3	NA	WEL06	CombeHill	7D_rep3	2
WEL06.4	NA	NA	NA	4	NA	WEL06	CombeHill	7D_rep4	2
WEL07.1	NA	NA	NA	1	NA	WEL07	CombeHill	7D_rep1	2
WEL07.2	NA	NA	NA	2	NA	WEL07	CombeHill	7D_rep2	2
WEL07.3	NA	NA	NA	3	NA	WEL07	CombeHill	7D_rep3	2
WEL07.4	NA	NA	NA	4	NA	WEL07	CombeHill	7D_rep4	2
WEL08.1	NA	NA	NA	1	NA	WEL08	CombeHill	7D_rep1	2
WEL08.2	NA	NA	NA	2	NA	WEL08	CombeHill	7D_rep2	2
WEL08.3	NA	NA	NA	3	NA	WEL08	CombeHill	7D_rep3	2
WEL08.4	NA	NA	NA	4	NA	WEL08	CombeHill	7D_rep4	2
WEL09.1	NA	NA	NA	1	NA	WEL09	CombeHill	7D_rep1	2
WEL09.2	NA	NA	NA	2	NA	WEL09	CombeHill	7D_rep2	2
WEL09.3	NA	NA	NA	3	NA	WEL09	CombeHill	7D_rep3	2
WEL09.4	NA	NA	NA	4	NA	WEL09	CombeHill	7D_rep4	2
WEL12.1	NA	NA	NA	1	NA	WEL12	CombeHill	7D_rep1	2
WEL12.2	NA	NA	NA	2	NA	WEL12	CombeHill	7D_rep2	2
WEL12.3	NA	NA	NA	3	NA	WEL12	CombeHill	7D_rep3	2
WEL12.4	NA	NA	NA	4	NA	WEL12	CombeHill	7D_rep4	2
WEL13.1	NA	NA	NA	1	NA	WEL13	CombeHill	7D_rep1	1
WEL13.2	NA	NA	NA	2	NA	WEL13	CombeHill	7D_rep2	2
WEL13.3	NA	NA	NA	3	NA	WEL13	CombeHill	7D_rep3	2
WEL13.4	NA	NA	NA	4	NA	WEL13	CombeHill	7D_rep4	2
WEL14.1	NA	NA	NA	1	NA	WEL14	CombeHill	7D_rep1	2
WEL14.2	NA	NA	NA	2	NA	WEL14	CombeHill	7D_rep2	2
WEL14.3	NA	NA	NA	3	NA	WEL14	CombeHill	7D_rep3	2
WEL14.4	NA	NA	NA	4	NA	WEL14	CombeHill	7D_rep4	2
WEL15.1	NA	NA	NA	1	NA	WEL15	CombeHill	7D_rep1	2
WEL15.2	NA	NA	NA	2	NA	WEL15	CombeHill	7D_rep2	2
WEL15.3	NA	NA	NA	3	NA	WEL15	CombeHill	7D_rep3	2
WEL15.4	NA	NA	NA	4	NA	WEL15	CombeHill	7D_rep4	2
WEL17.1	NA	NA	NA	1	NA	WEL17	CombeHill	7D_rep1	2
WEL17.2	NA	NA	NA	2	NA	WEL17	CombeHill	7D_rep2	2
WEL17.3	NA	NA	NA	3	NA	WEL17	CombeHill	7D_rep3	2
WEL17.4	NA	NA	NA	4	NA	WEL17	CombeHill	7D_rep4	2
WEL18.1	NA	NA	NA	1	NA	WEL18	CombeHill	7D_rep1	2
WEL18.2	NA	NA	NA	2	NA	WEL18	CombeHill	7D_rep2	2
WEL18.3	NA	NA	NA	3	NA	WEL18	CombeHill	7D_rep3	2
WEL18.4	NA	NA	NA	4	NA	WEL18	CombeHill	7D_rep4	2
WEL20.1	NA	NA	NA	1	NA	WEL20	CombeHill	7D_rep1	2
WEL20.2	NA	NA	NA	2	NA	WEL20	CombeHill	7D_rep2	2
WEL20.3	NA	NA	NA	3	NA	WEL20	CombeHill	7D_rep3	2
WEL20.4	NA	NA	NA	4	NA	WEL20	CombeHill	7D_rep4	2
WEL22.1	NA	NA	NA	1	NA	WEL22	CombeHill	7D_rep1	2
WEL22.2	NA	NA	NA	2	NA	WEL22	CombeHill	7D_rep2	2
WEL22.3	NA	NA	NA	3	NA	WEL22	CombeHill	7D_rep3	2
WEL22.4	NA	NA	NA	4	NA	WEL22	CombeHill	7D_rep4	2
WEL23.1	NA	NA	NA	1	NA	WEL23	CombeHill	7D_rep1	2
WEL23.2	NA	NA	NA	2	NA	WEL23	CombeHill	7D_rep2	2
WEL23.3	NA	NA	NA	3	NA	WEL23	CombeHill	7D_rep3	2
WEL23.4	NA	NA	NA	4	NA	WEL23	CombeHill	7D_rep4	2
WEL24.1	NA	NA	NA	1	NA	WEL24	CombeHill	7D_rep1	2
WEL24.2	NA	NA	NA	2	NA	WEL24	CombeHill	7D_rep2	2
WEL24.3	NA	NA	NA	3	NA	WEL24	CombeHill	7D_rep3	2
WEL24.4	NA	NA	NA	4	NA	WEL24	CombeHill	7D_rep4	2
WEL25.1	NA	NA	NA	1	NA	WEL25	CombeHill	7D_rep1	2
WEL25.2	NA	NA	NA	2	NA	WEL25	CombeHill	7D_rep2	2
WEL25.3	NA	NA	NA	3	NA	WEL25	CombeHill	7D_rep3	2
WEL25.4	NA	NA	NA	4	NA	WEL25	CombeHill	7D_rep4	1
WEL26.1	NA	NA	NA	1	NA	WEL26	CombeHill	7D_rep1	2
WEL26.2	NA	NA	NA	2	NA	WEL26	CombeHill	7D_rep2	2
WEL26.3	NA	NA	NA	3	NA	WEL26	CombeHill	7D_rep3	2
WEL26.4	NA	NA	NA	4	NA	WEL26	CombeHill	7D_rep4	2
WF01.1	NA	NA	NA	1	NA	WF01	WindsorForest	7D_rep1	1
WF01.2	NA	NA	NA	2	NA	WF01	WindsorForest	7D_rep2	1
WF01.3	NA	NA	NA	3	NA	WF01	WindsorForest	7D_rep3	1
WF01.4	NA	NA	NA	4	NA	WF01	WindsorForest	7D_rep4	1
WF02.1	NA	NA	NA	1	NA	WF02	WindsorForest	7D_rep1	1
WF02.2	NA	NA	NA	2	NA	WF02	WindsorForest	7D_rep2	1
WF02.3	NA	NA	NA	3	NA	WF02	WindsorForest	7D_rep3	1
WF02.4	NA	NA	NA	4	NA	WF02	WindsorForest	7D_rep4	1
WF04.1	NA	NA	NA	1	NA	WF04	WindsorForest	7D_rep1	1
WF04.2	NA	NA	NA	2	NA	WF04	WindsorForest	7D_rep2	1
WF04.3	NA	NA	NA	3	NA	WF04	WindsorForest	7D_rep3	1
WF04.4	NA	NA	NA	4	NA	WF04	WindsorForest	7D_rep4	1
WF05.1	NA	NA	NA	1	NA	WF05	WindsorForest	7D_rep1	1
WF05.2	NA	NA	NA	2	NA	WF05	WindsorForest	7D_rep2	1
WF05.3	NA	NA	NA	3	NA	WF05	WindsorForest	7D_rep3	1
WF05.4	NA	NA	NA	4	NA	WF05	WindsorForest	7D_rep4	1
WF06.1	NA	NA	NA	1	NA	WF06	WindsorForest	7D_rep1	1
